City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Chapada Dos Guimaraes,BR,2019-10-21 03:13:40,-15.46,-55.75,84.2,62,0,3.36
305,High Level,CA,2019-10-21 03:13:41,58.52,-117.13,33.8,92,90,2.24
306,Sao Joao Da Barra,BR,2019-10-21 03:13:41,-21.64,-41.05,66.5,73,97,4.25
307,Aswan,EG,2019-10-21 03:13:41,24.09,32.9,75.2,23,0,6.93
308,Onda,ES,2019-10-21 03:13:41,39.96,-0.26,55.99,87,0,3.36
309,Sao Filipe,CV,2019-10-21 03:13:42,14.9,-24.5,77.68,85,87,20.2
310,Qasigiannguit,GL,2019-10-21 03:13:42,68.82,-51.19,17.6,67,45,2.24
311,Ulaangom,MN,2019-10-21 03:13:43,49.98,92.07,33.45,80,96,10.92
312,Svetlaya,RU,2019-10-21 03:13:43,46.54,138.33,53.47,60,52,2.82
313,Manggar,ID,2019-10-21 03:13:44,-2.88,108.27,89.9,52,100,9.8
314,Cape Canaveral,US,2019-10-21 03:13:44,28.41,-80.6,81.0,100,1,4.7
315,Ibotirama,BR,2019-10-21 03:13:45,-12.18,-43.22,78.08,46,99,2.84
316,Huarmey,PE,2019-10-21 03:13:45,-10.07,-78.15,61.41,90,100,17.6
317,Banda Aceh,ID,2019-10-21 03:13:45,5.56,95.32,81.91,77,100,8.7
318,Elyakhin,IL,2019-10-21 03:13:46,32.41,34.92,71.01,83,0,3.36
319,Verkhnyaya Inta,RU,2019-10-21 03:13:46,65.99,60.32,17.96,88,3,8.52
320,Lorengau,PG,2019-10-21 03:13:46,-2.02,147.27,82.52,81,94,10.65
321,Cayenne,GF,2019-10-21 03:13:47,4.94,-52.33,73.4,100,20,1.12
322,Krasnotorka,UA,2019-10-21 03:13:47,48.68,37.52,50.28,82,3,3.42
323,Haradok,BY,2019-10-21 03:13:48,55.46,29.99,50.0,93,68,6.71
324,Pacific Grove,US,2019-10-21 03:13:48,36.62,-121.92,64.4,63,1,14.27
325,Sinnamary,GF,2019-10-21 03:13:48,5.38,-52.96,81.19,80,1,12.39
326,Sinaloa,MX,2019-10-21 03:13:49,32.55,-115.28,77.0,15,5,5.82
327,Porangatu,BR,2019-10-21 03:13:49,-13.44,-49.14,79.75,54,42,3.06
328,Havoysund,NO,2019-10-21 03:13:50,71.0,24.66,33.8,74,75,28.86
329,Houma,CN,2019-10-21 03:13:50,35.63,111.36,61.86,38,30,5.64
330,Waingapu,ID,2019-10-21 03:13:50,-9.65,120.26,89.34,44,17,15.26
331,Ancud,CL,2019-10-21 03:13:51,-41.87,-73.83,42.8,87,75,4.7
332,Namie,JP,2019-10-21 03:13:52,37.52,140.86,70.0,82,75,4.7
333,Ahuimanu,US,2019-10-21 03:13:53,21.44,-157.84,84.2,69,20,8.05
334,Inirida,CO,2019-10-21 03:13:53,3.87,-67.92,73.76,95,100,1.79
335,Kulhudhuffushi,MV,2019-10-21 03:13:54,6.62,73.07,79.71,75,100,14.47
336,Srednekolymsk,RU,2019-10-21 03:13:54,67.46,153.71,15.8,93,85,3.67
337,Vardo,US,2019-10-21 03:13:54,39.62,-77.74,54.0,93,90,6.93
338,Sitka,US,2019-10-21 03:13:55,37.17,-99.65,57.0,34,50,30.0
339,Kedougou,SN,2019-10-21 03:13:55,12.56,-12.19,74.35,84,81,3.65
340,Vidalia,US,2019-10-21 03:13:56,31.57,-91.43,77.0,83,1,12.75
341,Port Lincoln,AU,2019-10-21 03:13:56,-34.72,135.86,63.32,71,100,7.18
342,Moscow,RU,2019-10-21 03:13:56,55.75,37.62,55.4,87,0,4.47
343,Sakaiminato,JP,2019-10-21 03:13:57,35.55,133.23,69.8,68,75,14.99
344,Denpasar,ID,2019-10-21 03:13:57,-8.65,115.22,86.0,74,20,11.41
345,Balakhta,RU,2019-10-21 03:13:58,55.38,91.62,19.79,62,0,5.99
346,Lake Havasu City,US,2019-10-21 03:13:58,34.47,-114.34,73.4,9,1,13.87
347,Qaqortoq,GL,2019-10-21 03:13:59,60.72,-46.03,33.8,86,0,12.75
348,Kalengwa,ZM,2019-10-21 03:13:59,-13.47,25.0,61.82,42,0,4.0
349,Nea Fokaia,GR,2019-10-21 03:13:59,40.13,23.4,63.0,93,20,5.82
350,Kamina,CD,2019-10-21 03:14:00,-8.74,25.0,64.16,93,7,2.46
351,Zenzeli,RU,2019-10-21 03:14:00,45.92,47.05,53.27,73,3,6.4
352,Rocha,UY,2019-10-21 03:14:00,-34.48,-54.34,51.22,93,100,5.28
353,Beira,ES,2019-10-21 03:14:01,43.2,-8.36,46.99,100,90,3.36
354,Baykit,RU,2019-10-21 03:14:01,61.68,96.39,18.19,74,97,4.47
355,Dudinka,RU,2019-10-21 03:14:02,69.41,86.18,19.4,85,75,20.13
356,Port Hedland,AU,2019-10-21 03:14:02,-20.31,118.58,104.0,16,16,13.87
357,Krasnyy Chikoy,RU,2019-10-21 03:14:02,50.36,108.75,33.92,55,100,1.39
358,Yatou,CM,2019-10-21 03:14:02,3.63,9.81,75.2,100,75,8.34
359,Cam Ranh,VN,2019-10-21 03:14:03,11.92,109.15,87.8,70,20,14.99
360,Mutsu,JP,2019-10-21 03:14:03,41.29,141.2,64.4,55,40,10.29
361,Tigre,AR,2019-10-21 03:14:03,-34.42,-58.58,57.2,87,90,9.17
362,Sioux Lookout,CA,2019-10-21 03:14:04,50.1,-91.92,48.2,93,90,4.03
363,Fremont,US,2019-10-21 03:14:04,37.55,-121.99,63.0,51,1,2.57
364,Aksu,KZ,2019-10-21 03:14:05,52.04,76.93,15.8,100,20,4.47
365,Lavello,IT,2019-10-21 03:14:05,41.05,15.79,62.6,88,90,4.7
366,Dogondoutchi,NE,2019-10-21 03:14:06,13.64,4.03,79.91,67,37,8.99
367,Yar-Sale,RU,2019-10-21 03:14:06,66.83,70.83,21.45,94,19,9.44
368,Marechal Candido Rondon,BR,2019-10-21 03:14:06,-24.56,-54.06,69.09,96,70,0.63
369,Dickinson,US,2019-10-21 03:14:07,46.88,-102.79,43.0,60,90,11.41
370,Voh,NC,2019-10-21 03:14:07,-20.95,164.69,75.99,74,1,13.24
371,Araouane,ML,2019-10-21 03:14:08,18.9,-3.53,87.83,20,0,9.31
372,Yamada,JP,2019-10-21 03:14:08,36.58,137.08,68.0,72,75,1.12
373,Tchibanga,GA,2019-10-21 03:14:09,-2.92,11.0,71.54,97,76,2.17
374,Guerrero Negro,MX,2019-10-21 03:14:09,27.97,-114.04,67.49,81,0,14.85
375,Gobabis,NA,2019-10-21 03:14:09,-22.45,18.97,68.36,21,0,12.62
376,Eyl,SO,2019-10-21 03:14:10,7.98,49.82,76.1,79,99,6.8
377,Pergine Valsugana,IT,2019-10-21 03:14:10,46.06,11.24,66.99,100,90,29.97
378,Ukiah,US,2019-10-21 03:14:10,39.15,-123.21,66.2,45,1,5.82
379,Khasan,RU,2019-10-21 03:14:11,42.43,130.64,61.8,37,0,13.18
380,Kadoma,JP,2019-10-21 03:14:11,34.73,135.6,71.6,68,75,9.17
381,Rawatsar,IN,2019-10-21 03:14:11,29.26,74.4,78.31,26,0,3.87
382,Calama,CL,2019-10-21 03:14:12,-22.46,-68.93,52.0,19,0,4.7
383,Nicoya,CR,2019-10-21 03:14:12,10.15,-85.45,75.2,94,75,5.82
384,Kamaishi,JP,2019-10-21 03:14:12,39.28,141.86,62.6,63,75,2.24
385,Biak,ID,2019-10-21 03:14:13,-0.91,122.88,76.51,57,9,7.54
386,Wuhan,CN,2019-10-21 03:14:13,30.6,114.3,75.2,44,93,6.71
387,Mitchell,US,2019-10-21 03:14:13,43.71,-98.03,51.8,81,75,12.75
388,Yangambi,CD,2019-10-21 03:14:14,0.77,24.47,68.63,95,100,1.28
389,Estelle,FR,2019-10-21 03:14:14,43.97,3.47,60.01,87,0,3.36
390,Jutai,BR,2019-10-21 03:14:15,-1.71,-47.89,72.84,98,100,1.48
391,Kijang,KR,2019-10-21 03:14:15,35.24,129.21,73.4,46,40,14.99
392,Aklavik,CA,2019-10-21 03:14:16,68.22,-135.01,15.8,72,20,10.29
393,Ormara,PK,2019-10-21 03:14:16,25.21,64.64,83.73,26,0,4.18
394,Altay,CN,2019-10-21 03:14:16,47.83,88.13,25.59,95,100,4.74
395,Ouro Preto,BR,2019-10-21 03:14:17,-20.39,-43.5,60.85,90,39,5.41
396,Coos Bay,US,2019-10-21 03:14:17,43.37,-124.22,57.99,87,90,10.29
397,Waipawa,NZ,2019-10-21 03:14:17,-39.94,176.59,60.01,58,2,14.0
398,Tevaitoa,PF,2019-10-21 03:14:18,-16.78,-151.5,79.97,74,100,6.22
399,Kavieng,PG,2019-10-21 03:14:18,-2.57,150.8,80.11,77,100,3.6
400,Taltal,CL,2019-10-21 03:14:19,-25.41,-70.49,52.16,73,0,3.89
401,Umba,RU,2019-10-21 03:14:19,66.69,34.34,23.05,92,88,3.18
402,Talisay,PH,2019-10-21 03:14:19,10.25,123.85,87.8,66,40,5.82
403,Liku,ID,2019-10-21 03:14:19,-0.73,119.89,82.54,68,91,3.0
404,La Rioja,AR,2019-10-21 03:14:20,-29.41,-66.86,59.32,50,0,2.48
405,Malindi,KE,2019-10-21 03:14:20,-3.22,40.12,72.77,95,2,6.38
406,Boende,CD,2019-10-21 03:14:21,-0.28,20.88,69.13,98,91,2.24
407,Roald,NO,2019-10-21 03:14:21,62.58,6.12,41.0,93,89,2.24
408,Norman Wells,CA,2019-10-21 03:14:21,65.28,-126.83,28.4,92,90,2.24
409,Edson,CA,2019-10-21 03:14:22,53.59,-116.44,39.2,48,90,3.36
410,Chai Badan,TH,2019-10-21 03:14:22,15.2,101.13,91.0,51,49,11.27
411,Moree,AU,2019-10-21 03:14:22,-29.46,149.84,78.8,26,40,9.17
412,Tiksi,RU,2019-10-21 03:14:23,71.64,128.87,2.4,90,61,6.46
413,Royan,FR,2019-10-21 03:14:23,45.62,-1.03,50.0,100,40,2.24
414,Tigil,RU,2019-10-21 03:14:24,57.8,158.67,32.32,99,100,11.59
415,Ishinomaki,JP,2019-10-21 03:14:24,38.42,141.3,66.2,55,75,4.7
416,Upata,VE,2019-10-21 03:14:24,8.02,-62.41,77.0,88,30,3.0
417,Jumla,NP,2019-10-21 03:14:25,29.28,82.18,52.26,49,0,1.43
418,Mitu,IR,2019-10-21 03:14:25,36.2,46.09,48.93,76,84,0.98
419,Qinzhou,CN,2019-10-21 03:14:26,21.96,108.62,82.74,61,0,6.33
420,Comodoro Rivadavia,AR,2019-10-21 03:14:26,-45.87,-67.48,64.4,55,0,9.48
421,Basak,PH,2019-10-21 03:14:26,10.29,123.96,87.8,66,40,5.82
422,Yenotayevka,RU,2019-10-21 03:14:27,47.24,47.04,49.94,75,5,7.18
423,Mehamn,NO,2019-10-21 03:14:27,71.03,27.85,32.0,80,0,24.16
424,Shahganj,IN,2019-10-21 03:14:28,26.06,82.68,75.2,88,75,9.46
425,Tres Marias,MX,2019-10-21 03:14:28,19.06,-99.24,66.2,59,5,9.17
426,Dalby,AU,2019-10-21 03:14:28,-27.18,151.26,82.99,35,0,12.75
427,Ayan,IR,2019-10-21 03:14:29,38.23,44.7,51.8,100,90,2.24
428,Isiro,CD,2019-10-21 03:14:29,2.77,27.62,68.05,99,100,2.53
429,Dandong,CN,2019-10-21 03:14:29,40.12,124.37,66.83,64,73,5.95
430,Forestville,CA,2019-10-21 03:14:30,48.74,-69.09,35.6,86,40,5.82
431,Yermakovskoye,RU,2019-10-21 03:14:30,53.28,92.4,23.81,72,89,8.57
432,Jeremie,HT,2019-10-21 03:14:31,18.65,-74.12,80.67,78,100,4.63
433,Sattahip,TH,2019-10-21 03:14:31,12.67,100.9,87.8,55,20,6.93
434,Floriano,BR,2019-10-21 03:14:31,-6.77,-43.02,78.8,71,35,4.5
435,Karasjok,NO,2019-10-21 03:14:32,69.47,25.52,24.8,68,33,27.51
436,Kollegal,IN,2019-10-21 03:14:32,12.16,77.11,73.4,94,75,1.88
437,Maceio,BR,2019-10-21 03:14:33,-9.67,-35.74,71.6,94,0,5.82
438,Ha Giang,VN,2019-10-21 03:14:33,22.83,104.99,67.62,78,77,4.7
439,Sedalia,US,2019-10-21 03:14:33,38.7,-93.23,61.0,87,1,13.87
440,Broken Hill,AU,2019-10-21 03:14:34,-31.97,141.45,73.4,22,0,11.41
441,Fairbanks,US,2019-10-21 03:14:34,64.84,-147.72,36.0,69,75,2.95
442,Bosaso,SO,2019-10-21 03:14:35,11.28,49.18,81.19,67,2,8.32
443,Marsabit,KE,2019-10-21 03:14:35,2.34,37.99,80.29,58,10,10.4
444,Chivilcoy,AR,2019-10-21 03:14:35,-34.9,-60.02,53.47,69,100,4.32
445,Norman,US,2019-10-21 03:14:36,35.22,-97.44,71.6,78,40,14.99
446,Te Anau,NZ,2019-10-21 03:14:36,-45.41,167.72,40.44,86,86,9.35
447,Lithgow,AU,2019-10-21 03:14:37,-33.48,150.16,75.99,35,16,5.82
448,Gravdal,NO,2019-10-21 03:14:37,59.79,5.78,43.0,93,0,5.82
449,Kenai,US,2019-10-21 03:14:38,60.55,-151.26,42.01,80,90,10.29
450,Nargana,PA,2019-10-21 03:14:38,9.44,-78.59,78.08,85,74,10.58
451,La Rinconada,PE,2019-10-21 03:14:38,-14.63,-69.45,36.06,89,100,2.8
452,Naze,NG,2019-10-21 03:14:39,5.43,7.07,73.13,96,100,2.62
453,Faya,SA,2019-10-21 03:14:39,18.39,42.45,57.2,37,0,3.31
454,Susanville,US,2019-10-21 03:14:40,40.42,-120.65,53.6,54,1,5.82
455,Nemuro,JP,2019-10-21 03:14:40,43.32,145.57,60.8,59,20,3.36
456,Zaraza,VE,2019-10-21 03:14:40,9.35,-65.33,73.7,92,63,4.68
457,Vilyuysk,RU,2019-10-21 03:14:41,63.75,121.63,29.78,90,100,6.62
458,Guozhen,CN,2019-10-21 03:14:41,29.3,113.14,79.01,37,25,2.39
459,Severnyy-Kospashskiy,RU,2019-10-21 03:14:42,59.09,57.8,32.0,100,100,1.01
460,Lysyye Gory,RU,2019-10-21 03:14:42,51.55,44.84,45.23,92,46,7.11
461,Tuma,RU,2019-10-21 03:14:43,55.15,40.55,54.0,82,100,4.0
462,Banjarmasin,ID,2019-10-21 03:14:43,-3.32,114.59,89.6,59,40,6.93
463,San Quintin,PH,2019-10-21 03:14:43,17.54,120.52,86.28,61,50,3.33
464,Gazanjyk,TM,2019-10-21 03:14:44,39.24,55.52,58.67,89,0,8.79
465,Madarounfa,NE,2019-10-21 03:14:45,13.3,7.16,80.65,54,53,4.81
466,Lexington,US,2019-10-21 03:14:45,38.05,-84.5,60.8,87,75,5.82
467,Shache,CN,2019-10-21 03:14:46,38.42,77.24,54.0,97,95,0.6
468,Emerald,AU,2019-10-21 03:14:47,-23.53,148.16,86.0,30,0,10.29
469,Puerto Carreno,CO,2019-10-21 03:14:47,6.19,-67.49,80.6,83,40,1.88
470,Chalchihuites,MX,2019-10-21 03:14:48,23.48,-103.88,60.27,84,100,7.36
471,Marquette,US,2019-10-21 03:14:48,46.54,-87.4,48.2,76,1,5.82
472,Taitung,TW,2019-10-21 03:14:49,22.76,121.15,82.4,61,20,12.75
473,Saint Anthony,US,2019-10-21 03:14:49,43.97,-111.68,37.4,59,1,12.75
474,Nizwa,OM,2019-10-21 03:14:49,22.93,57.53,75.05,31,0,2.46
475,Irtyshskiy,RU,2019-10-21 03:14:50,58.33,68.13,26.96,67,100,12.1
476,Suamico,US,2019-10-21 03:14:50,44.63,-88.04,50.0,93,1,3.78
477,Valenza,IT,2019-10-21 03:14:51,45.01,8.65,64.0,100,75,13.87
478,Northam,AU,2019-10-21 03:14:51,-31.65,116.67,69.8,52,20,11.41
479,Puerto Suarez,BO,2019-10-21 03:14:52,-18.96,-57.8,77.45,75,100,2.28
480,Visby,SE,2019-10-21 03:14:52,57.64,18.3,50.0,100,100,3.36
481,Morales,GT,2019-10-21 03:14:52,15.47,-88.84,80.6,94,0,2.51
482,Anori,BR,2019-10-21 03:14:52,-3.74,-61.66,73.43,97,100,3.42
483,Wabana,CA,2019-10-21 03:14:53,47.63,-52.95,44.01,87,90,12.75
484,Antsohihy,MG,2019-10-21 03:14:53,-14.88,47.99,75.99,65,19,12.41
485,Nicolas Bravo,MX,2019-10-21 03:14:53,24.39,-104.74,66.2,88,90,8.05
486,Otradnoye,RU,2019-10-21 03:14:54,59.77,30.8,51.8,81,75,15.66
487,Alihe,CN,2019-10-21 03:14:54,50.57,123.73,38.03,38,0,15.05
488,Qingdao,CN,2019-10-21 03:14:54,36.09,120.35,75.99,60,48,2.24
489,Smirnykh,RU,2019-10-21 03:14:55,49.74,142.83,50.99,53,4,3.42
490,Mount Gambier,AU,2019-10-21 03:14:55,-37.83,140.78,59.0,67,40,3.36
491,Kyakhta,RU,2019-10-21 03:14:56,50.35,106.45,32.95,63,100,3.96
492,Krasnyy Oktyabr,RU,2019-10-21 03:14:56,56.12,38.88,51.08,95,99,7.99
493,Bonthe,SL,2019-10-21 03:14:57,7.53,-12.5,77.09,85,94,1.9
494,Khandyga,RU,2019-10-21 03:14:57,62.65,135.58,27.71,80,0,4.68
495,Ugoofaaru,MV,2019-10-21 03:14:58,5.67,73.0,80.88,76,100,10.36
496,Khandbari,NP,2019-10-21 03:14:58,27.38,87.21,55.86,71,100,3.2
497,Camacha,PT,2019-10-21 03:14:59,33.08,-16.33,66.2,55,20,10.29
498,Mahibadhoo,MV,2019-10-21 03:14:59,3.78,72.97,83.35,71,100,9.15
499,Aguimes,ES,2019-10-21 03:15:00,27.91,-15.45,69.8,68,75,13.87
500,Quatre Cocos,MU,2019-10-21 03:15:00,-20.21,57.76,72.0,88,90,11.41
501,Pevek,RU,2019-10-21 03:15:00,69.7,170.27,27.78,72,98,12.77
502,Peleduy,RU,2019-10-21 03:15:01,59.63,112.75,24.36,84,100,5.41
503,Mamakan,RU,2019-10-21 03:15:01,57.82,114.02,21.93,92,100,4.85
504,Alice Springs,AU,2019-10-21 03:15:02,-23.7,133.88,80.6,10,0,10.29
505,Tamale,GH,2019-10-21 03:15:02,9.4,-0.84,74.37,89,88,4.03
506,Zhangye,CN,2019-10-21 03:15:03,38.94,100.46,50.18,31,10,4.81
507,Hervey Bay,AU,2019-10-21 03:15:03,-25.3,152.85,81.0,44,40,21.92
508,Poum,MK,2019-10-21 03:15:03,41.28,20.71,44.6,93,20,4.7
509,Belaya Gora,RU,2019-10-21 03:15:04,68.54,146.19,13.49,93,79,1.23
510,Princeton,US,2019-10-21 03:15:04,40.35,-74.66,53.6,100,90,9.17
511,Kavaratti,IN,2019-10-21 03:15:05,10.57,72.64,82.47,78,100,11.12
512,Santa Marta,CO,2019-10-21 03:15:05,11.24,-74.21,82.4,78,75,14.52
513,Hvittingfoss,NO,2019-10-21 03:15:06,59.48,10.01,37.99,100,0,4.7
514,Maniitsoq,GL,2019-10-21 03:15:06,65.42,-52.9,36.15,49,0,7.49
515,Nago,IT,2019-10-21 03:15:07,45.88,10.89,64.99,77,20,8.05
516,Belmonte,PT,2019-10-21 03:15:07,40.36,-7.35,41.0,95,0,0.89
517,Gerash,IR,2019-10-21 03:15:08,27.67,54.14,64.4,63,0,1.92
518,Siverek,TR,2019-10-21 03:15:08,37.75,39.32,57.2,87,75,9.17
519,Kuryk,KZ,2019-10-21 03:15:08,43.18,51.68,53.74,48,0,8.52
520,Iquitos,PE,2019-10-21 03:15:09,-3.75,-73.25,77.0,88,75,3.36
521,Astaneh-Ye Ashrafiyeh,IR,2019-10-21 03:15:10,37.26,49.94,64.4,93,90,4.9
522,Anadyr,RU,2019-10-21 03:15:10,64.73,177.51,23.0,92,90,11.18
523,Quelimane,MZ,2019-10-21 03:15:10,-17.88,36.89,75.2,83,0,4.7
524,Kiunga,PG,2019-10-21 03:15:11,-6.12,141.3,93.05,45,66,2.48
525,Bamnet Narong,TH,2019-10-21 03:15:12,15.5,101.69,80.4,68,53,12.15
526,Talaya,RU,2019-10-21 03:15:12,55.79,84.89,16.0,92,0,2.24
527,Kaeo,NZ,2019-10-21 03:15:12,-35.1,173.78,70.0,64,0,11.79
528,Council Bluffs,US,2019-10-21 03:15:13,41.26,-95.86,55.4,100,90,5.82
529,Ossora,RU,2019-10-21 03:15:13,59.24,163.07,29.53,75,0,3.04
530,Auchi,NG,2019-10-21 03:15:13,7.07,6.27,69.96,97,64,0.58
531,Kudahuvadhoo,MV,2019-10-21 03:15:14,2.67,72.89,82.76,72,90,7.99
532,Koshurnikovo,RU,2019-10-21 03:15:14,54.3,93.39,18.15,76,25,4.29
533,Saint-Joseph,FR,2019-10-21 03:15:15,43.56,6.97,64.4,100,100,4.7
534,Leh,IN,2019-10-21 03:15:16,34.16,77.58,22.76,39,72,1.86
535,Sept-Iles,CA,2019-10-21 03:15:16,50.2,-66.38,28.4,92,5,4.43
536,Constanta,RO,2019-10-21 03:15:17,44.18,28.65,59.0,100,75,3.36
537,Luau,CD,2019-10-21 03:15:17,-10.7,22.23,65.69,90,100,3.51
538,Kahama,TZ,2019-10-21 03:15:18,-3.83,32.6,70.19,74,96,1.03
539,Imeni Poliny Osipenko,RU,2019-10-21 03:15:18,52.42,136.49,43.25,82,100,4.9
540,Keti Bandar,PK,2019-10-21 03:15:18,24.14,67.45,84.39,66,67,5.91
541,Bestobe,KZ,2019-10-21 03:15:19,52.5,73.1,16.95,83,0,5.77
542,Manbij,SY,2019-10-21 03:15:19,36.53,37.96,57.2,50,75,5.03
543,Sydney Mines,CA,2019-10-21 03:15:19,46.24,-60.22,45.0,86,20,10.29
544,Tha Mai,TH,2019-10-21 03:15:20,12.62,102.01,93.0,70,20,3.36
545,Abdanan,IR,2019-10-21 03:15:20,32.99,47.42,61.84,53,95,4.88
546,Corrente,BR,2019-10-21 03:15:20,-17.45,-44.68,73.25,71,76,2.01
547,Lujan,AR,2019-10-21 03:15:21,-46.57,-67.67,57.72,38,100,20.58
548,Nampula,MZ,2019-10-21 03:15:21,-15.12,39.26,69.8,94,20,9.17
549,Baculin,PH,2019-10-21 03:15:21,7.45,126.58,81.98,73,54,5.28
550,Amontada,BR,2019-10-21 03:15:22,-3.36,-39.83,74.37,88,84,5.48
551,Westport,US,2019-10-21 03:15:22,41.14,-73.36,54.0,87,90,12.75
